Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Scopus Ventures,https://scopusventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Score 3 Ventures,https://www.s3angels.org/score_3_fellows,,,,,Other,,
Scottish Equity Partners,https://www.sep.co.uk/,UK,UK,,,VC,,
Scout Ventures,http://scoutventures.com,,,,,VC,,
SCP Vitalife,http://www.scpvitalife.com/,,,"5. Growth,6. Pre-IPO",,VC,,
Scribble Ventures,https://www.scribble.vc/,,,"2. Prototype,3. Early Revenue",,VC,,
Scrum Ventures,https://scrum.vc/,Japan,"Japan,USA","6. Pre-IPO,1. Idea or Patent,2. Prototype",Everything,VC,$200000,$1500000
SDIC Unity Capital,http://www.sdicfof.com/gtch/index,"Beijing, Beijing, China",China,,,Corporate VC,,
SE Ventures,http://www.se.ventures,"2882 Sand Hill Road Suite 118 Menlo Park, CA 94025","Canada,USA,Germany,France,Israel,China,Switzerland,UK","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in outstanding companies in the energy and industrial space that can benefit from working with Schneider Electric.,Corporate VC,$2000000,$20000000
Sea Fund,https://www.seafund.in/,"Ebony 1203A, Godrej Woodsman Estate, Hebbal, Bangalore-560024, India","India,USA","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in early-stage companies, preferably with some semblance of a product-market fit at the intersection of network effects, technology, and innovative business models by leveraging platforms, protocols, and the power of modularity. 

Our mission is, to help the next set of technical founders, with small amounts of early capital in getting to market to build efficient and scalable businesses. We value an India for India play, which can then subsequently be scaled to, first, similar markets and subsequently globally. ",VC,$50000,$200000
Seabed VC,https://seabed.vc/,,USA,,,Other,,
SEAF,https://www.seaf.com/,,,,,Other,,
SeaChange Fund,https://seachange.fund/,,,,,VC,,
Seattle Angels,http://www.seattleangel.com/,,,,,Angel network,,
Seaya Ventures,https://seayaventures.com/,,UK,,,VC,,
Seb Alliance,https://www.groupeseb.com/fr/seb-alliance-corporate-venture-capital,"112, chemin du Moulin Carron, Ecully, 69134, FR",France,"3. Early Revenue,4. Scaling","We invest in start-ups developing new technologies, new range of services or new business models, with consumer applications potential.",Corporate VC,$500000,$5000000
SEB Venture Capital,http://www.seb.se/venturecapital,"Stockholm, Stockholms Lan, Sweden",Sweden,,,Corporate VC,,
Second Working District,http://www.secondworkingdistrict.com/en/,"Palo Alto, California, United States",USA,,,Corporate VC,,
Seed Fonds Aachen,http://www.seedfonds-aachen.de/,,,,,VC,,
Seed Milestone Fund,https://seedmilestone.com,"1 Ferry Building Suite 201, San Francisco, CA 94111","USA,Israel,UK",3. Early Revenue,"We invest in B2B technology startups at seed-stage (revenue validating product:market fit) in the areas of logistics, infrastructure (digital and physical), supply chain, manufacturing, safety, and transportation. We're looking for teams that bring a unique and compelling technical solution to a significant problem.",VC,$250000,$1500000
Seed Round Capital,https://seedroundcapital.com/,"1334 Brittmoore Rd., Houston TX 77043, United States","USA,Canada","3. Early Revenue,4. Scaling,5. Growth","We invest in tech and tech-enabled startups with $3k+ in monthly recurring revenue. We invest in the following sectors: B2B, D2C, B2C, Saas, tech, legaltech, Agriculture, Art, Automotive, Clean Technology, Construction, Consulting, Design, Digital Marketing, Ecommerce, Education, Energy, Events, Finance, Human Resources, Information Technology, Internet of Things, Logistics, Manufacturing, Media, Mobile Application, Platforms, Real Estate, Sports, Technology, Travel, User Experience Design, cyber

",Angel network,$25000,$250000
Seed Smart,http://seed-smart.com,"999 Changshou Road, Shanghai, China","France,Germany,USA,Australia,Canada,Belgium,Singapore,UK,Ukraine,Russia,Sweden","3. Early Revenue,4. Scaling,5. Growth",We invest in early stage startup leveraging software with 500k to $1M+ ARR,Angel network,$15000,$50000
Seed Spot,https://seedspot.org,,,,,VC,,
Seed4Soft,https://www.seed4soft.com/,"16 rue de Turbigo, 75002 Paris, France",France,"3. Early Revenue,2. Prototype",We invest in French SaaS B2B startups with an MRR between 0 and €60k. ,Angel network,$200000,$600000
SeedBlink,https://seedblink.com/,"Bucharest, Romania 020335, RO","Romania,Bulgaria,Slovenia,Slovakia,Greece,Croatia,Czech Republic,Turkey","3. Early Revenue,4. Scaling","We invest in EU based tech companies pre seed / seed and bridge using a mix of equity crowdfunding, angel network and VC partners support. ",Angel network,$100000,$1000000
Seedcamp,http://seedcamp.com/,"5 Bonhill St, Shoreditch, London EC2A 4BX","UK,France,Germany,Ireland,Sweden,Finland,Norway,Netherlands,Switzerland,Spain,Portugal,Hungary,Romania,Estonia,Russia,Israel,Italy,Ukraine,Poland,Belgium,Czech Republic,Greece,Belarus,Austria,Serbia,Bulgaria,Denmark,Slovakia,Slovenia,Croatia,Moldova,Bosnia-H,Albania,Lithuania,Latvia,North Macedonia,Montenegro,Luxembourg,Malta,Iceland,Andorra,Monaco,Liechtenstein,Holy See,San Marino","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest early in world-class founders attacking large, global markets and solving real problems using technology.",VC,$140000,$700000
SeedIL Ventures,http://www.seedil.com/,,,"2. Prototype,3. Early Revenue",,VC,,
SeedInvest,https://www.seedinvest.com/,"New York, New York, United States",USA,,,Other,,
SeedPlus,https://www.seedplus.com/,Singapore,Singapore,2. Prototype,,VC,,
SeedRocket 4Founders Capital,http://www.4founderscapital.com/,Spain,Spain,"2. Prototype,3. Early Revenue",,VC,,
Seedrs,https://www.seedrs.com/,"Old Street, London, United Kingdom","Denmark,Finland,France,Ireland,Italy,Netherlands,Portugal,Spain,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in UK-based and European consumer-startups, across all sectors. We occasionally invest in exciting, high-potential B2B startups and love investing in impact businesses.",VC,$100000,$8000000
Seeds Capital,https://www.enterprisesg.gov.sg/financial-assistance/investments/investments/seeds-capital/overview,,Singapore,,,Other,,
Seedstars Africa Ventures,https://seedstars-africa.vc/,"Paris, France","Benin,Burkina Faso,Cameroon,Congo (Congo-Brazzaville),DRC Congo,Côte d'Ivoire,Ethiopia,Ghana,Kenya,Mali,Nigeria,Rwanda,Senegal,South Africa,Tanzania,Togo,Uganda","3. Early Revenue,4. Scaling,5. Growth",We invest in early-stage entrepreneurs active in Sub-Saharan Africa.,VC,$200000,$2000000
Seedstep Angels,http://www.seedstepangels.com/,,,,,Angel network,,
Sega Sammy Holdings,https://www.segasammy.co.jp/english/,,Japan,,,Corporate VC,,
Seier Capital,http://www.seiercapital.com/,,,,,Other,,
Seiho Investment Works,https://siwi.info/,,Japan,,,VC,,
Senovo,https://www.senovo.vc/,"Leopoldstr 23, Munich, Bayern 80802, DE","Germany,Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine","3. Early Revenue,4. Scaling","We invest in exceptional founders building global B2B SaaS category leaders from Europe.

As a European first-mover, the fund invests since 2013 into a new generation of B2B software startups that enable the digitalization of medium and large enterprises. Their focus is primarily on supporting teams working in the areas of process optimization, industry 4.0, and data-enabled solutions.

Senovo joins the journey after a company has first revenues in a late Seed or Series A round. Their team of SaaS specialists seeks meaningful eye-level relationships and regularly publishes their learnings and thought leadership at www.medium.com/senovovc.",VC,$1000000,$3500000
Senrigan Capital​,https://www.senrigancapital.com/,,Hong Kong,,,VC,,
Senshu Ikeda Capital,http://www.ikegin-c.jp/,,Japan,,,VC,,
Sente Foundry,https://www.sente.vc/,"222 W. Merchandise Mart Plaza, Suite 570, Chicago, IL 6054 U.S.A.","Canada,USA,Turkey,Israel,UK,Netherlands,Portugal,India,Singapore,Spain,Greece,Finland,Ukraine,Lebanon,Slovenia,Bosnia-H,Croatia,Taiwan,Germany,France,Poland,Ireland,Tunisia,Algeria,Côte d'Ivoire,Japan","3. Early Revenue,4. Scaling,5. Growth","We invest in urban mobility/logistics, human essentials, and industrial circular economy in collaboration with corporations and family offices that are looking for opportunities in the global ecosystems. We are looking for startups at MVP stage (not earlier) and at zero or minimal revenue.",Corporate VC,$75000,$100000
Sequitur Capital,http://www.sequitur-capital.com/,Italy,USA,3. Early Revenue,,VC,,
Sequoia Capital,https://www.sequoiacap.com/,"Menlo Park, California, United States","USA,France,India,China,Israel,Canada","3. Early Revenue,4. Scaling",,VC,,
Seraph Group,https://www.seraphgroup.net/,,,,,Angel network,,
Serena,https://www.serena.vc/,"21, rue Auber 75009 Paris France",France,"3. Early Revenue,4. Scaling","We invest in four to five teams per year and focus on helping them reach their maximum potential. We are not looking for early exits. We back Europe-based entrepreneurs willing to build continental or worldwide category leaders. We strongly prefer to lead or co-lead rounds.

Seed to Series B, with check size ranging from €200K to €15 million for our first ticket.

We are not industry-specific as long as your business model is scalable and your product is digital. We have a special affection for DeepTech, enterprise software, marketplaces, and entertainment. We usually do not consider CleanTech & MedTech investment unless there is a special twist.

Our focus is primarily in France, although we are able to invest (and have already done so) in exceptional teams from Europe and the US.",VC,$200000,$15000000
Serena Ventures,https://www.serenaventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Serra Ventures,https://serraventures.com/,,,,,VC,,
ServiceNow Ventures,https://www.servicenow.com/company/ventures.html,,,,,Corporate VC,,
Sesame Ventures,http://www.sesameworkshop.org/sesame-ventures/,"New York, New York, United States",USA,,,Corporate VC,,
Seven Peaks Ventures,http://sevenpeaksventures.com/,,,,,VC,,
Seventure - Digital Technologies,http://www.seventure.fr/en/,"5-7 rue de Monttessuy, Paris, 75007, FR","France,Germany","3. Early Revenue,4. Scaling,2. Prototype","We invest in companies with a B2B business and in the following sectors:

- Fintech (including insurtech): Our investments focus on four sectors: software and services for financial players (asset management, back-office, scoring, big data, etc.), software and services for non-financial players (financial product comparators, personal finance tools, company financial management software, etc.), payments and money transfers (online and mobile payment solutions, money transfers, virtual currency, etc.) and technological solutions (security software, authentication solutions, dematerialization solutions, etc.)

- Innovative services: Target companies will be those with the capacity to reach customers directly via internet and mobile, for example, those whose product or service disintermediates the value chain of an economic activity, such as collaborative platforms for exchanging or lending material goods or services (cars, parking places, storage places, housework, testing and testing of software or applications, etc.), marketplaces, etc.

- SaaS (Software as a Service) software vendors: Targets will be SaaS software companies in vertical markets, for example, human resources management, big data, marketing, e-learning or supply chain management.

Seventure Digital technologies team supports the development of companies in various stages of development – from seed ventures to late stage companies.  We currently invest €1-5 million per financing round, and up to €10 million in several rounds.

Seventure Digital technologies team is based in Paris and has a presence in our Hanover office. Seventure Digital technologies team invests mainly in France and Germany.",VC,$1000000,$5000000
Seventure - Life Sciences,http://www.seventure.fr/en/,"5-7 rue de Monttessuy, Paris, 75007, FR","France,Germany,USA,Canada,Belgium,Japan,Israel,Netherlands,UK","3. Early Revenue,4. Scaling,2. Prototype","We invest in the following sectors :

- Microbiome* applications in all fields (human, animal, plant…)
- Connected-health, digital-health, digital-food / nutrition
- Foodtech and innovations in the food sector including enabling and manufacturing technologies
- Medtech and diagnostics
- Biotech and pharmaceuticals
- Industrial biotech
- Agtech

We support the development of companies in various stages of development – from seed ventures to late-stage companies.  We currently invest €1-10 million per financing round, and up to €20 million in several rounds.

Seventure Life sciences team is based in Paris, London, Bales, Geneva, and Munich, and invests in Europe, North America, and Asia.",VC,$1000000,$10000000
Seventure - Sport & Well-Being,http://www.seventure.fr/en/,"5-7 rue de Monttessuy, Paris, 75007, FR",France,,,VC,,
SevenVentures,http://sevenventures.de,"Unterföhring, Bayern, Germany",Germany,,,Corporate VC,,
Seyen Capital,http://seyencapital.com/,,,,,VC,,
SFINE - Société de Financement de l Innovation Numérique en Essonne,https://www.sfine.website/,"19, Avenue de Sénart 91230 Montgeron, IDF, France",France,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage French startups with a focus on healthcare, deep learning, and environment.",Angel network,$25000,$100000
SG Incubate,https://sg-incubate.jp/,,Japan,,,Corporate VC,,
SG VC,http://www.sg-vc.com,,,,,VC,,
SGH Capital,https://www.sghcapital.com/,Luxembourg,"India,USA",3. Early Revenue,,VC,,
SGIF Sports Gaming Investment Fund,https://www.sgif.vc/,,,"2. Prototype,3. Early Revenue",,VC,,
SGInnovate,https://www.sginnovate.com/,Singapore,Singapore,3. Early Revenue,,VC,,
Shadow Ventures,https://shadow.vc,"3340 Peachtree Rd NE, Suite 1010, Atlanta, GA 30326","USA,Canada","3. Early Revenue,4. Scaling,2. Prototype","We invest in prop tech, design tech, and construction tech seed-stage startups with defensible technology.",VC,$250000,$1500000
Shamrock Capital,https://shamrockcap.com/,"1100 Glendon Ave #1600, Los Angeles, CA 90024",USA,5. Growth,"Shamrock is flexible in the structuring of investments. Given our focus on growing businesses that are often at an inflection point in their lifecycle, we look to provide an investment structure that best allows the portfolio company to achieve its potential. We are comfortable as both majority and minority investors. Regardless of the type of investment, Shamrock’s role as a value-added, active partner remains consistent.

Growth Equity: Companies seeking expansion capital.
Buyouts & Recapitalizations: Providing shareholders liquidity.
Investment Criteria
Shamrock looks to invest in companies with strong management teams and attractive business models that are poised for growth. We typically look to generate returns over a three to seven year time horizon. In general, Shamrock’s investment criteria can be summarized as follows:

Industry Focus: Media, Entertainment and Communications
Investment Size: $15 million to $100 million of equity
Investment Type: Lead investor in a controlling or minority position, including Growth Equity, Buyouts and Recapitalizations.
Investment Qualities:
 Competitive differentiation
 Market leadership
 Strong growth prospects
 Operating leverage
 Management and ownership alignment",VC,$15000000,$100000000
Shamrock Israel Growth Fund,http://shamrockisrael.com,,,"5. Growth,6. Pre-IPO",,VC,,
Shanda Capital,http://www.shandacapital.com.cn/,"Shanghai, Shanghai, China",China,,,Corporate VC,,
Shanda Group,http://www.shanda.com,"Menlo Park, California, United States",USA,,,Family office,,
